Date,Open,High,Low,Close,Adj Close,Volume
1999-12-31,23.000000,23.718750,22.843750,23.531250,13.109969,1525600
2000-01-03,23.843750,24.500000,23.843750,24.312500,13.545226,5055000
2000-01-04,24.312500,24.875000,24.000000,24.000000,13.371132,6181400
2000-01-05,24.000000,25.093750,24.000000,24.562500,13.684510,6398600
2000-01-06,25.281250,26.125000,25.281250,25.812500,14.380923,5140600
2000-01-07,26.375000,27.562500,26.375000,26.656250,14.851004,6360200
2000-01-10,26.656250,27.281250,25.750000,25.781250,14.363516,3682200
2000-01-11,25.781250,26.593750,25.375000,25.375000,14.137174,3945600
2000-01-12,25.562500,26.156250,25.562500,25.812500,14.380923,3401000
2000-01-13,26.031250,26.687500,26.031250,26.093750,14.537616,3129400
2000-01-14,26.093750,26.437500,25.937500,25.968750,14.467971,3044400
2000-01-18,25.875000,25.875000,24.937500,24.968750,13.998439,4054200
2000-01-19,24.968750,25.343750,24.656250,24.656250,13.823235,3424600
2000-01-20,24.656250,24.968750,23.531250,23.562500,13.210040,4279200
2000-01-21,23.562500,23.968750,22.812500,23.687500,13.280120,5000000
2000-01-24,23.625000,23.625000,22.531250,22.656250,12.701962,5385600
2000-01-25,22.500000,22.500000,21.281250,21.812500,12.228923,6084200
2000-01-26,21.812500,22.843750,21.687500,22.468750,12.596839,4188200
2000-01-27,22.468750,22.781250,22.000000,22.281250,12.491722,3340800
2000-01-28,22.281250,22.593750,21.750000,21.750000,12.193883,4851600
2000-01-31,21.750000,21.968750,21.218750,21.218750,11.896043,3677000
2000-02-01,21.375000,22.031250,21.375000,21.593750,12.106284,2930200
2000-02-02,21.593750,22.375000,21.437500,21.718750,12.176366,2933600
2000-02-03,21.625000,21.625000,21.062500,21.156250,11.861005,4343400
2000-02-04,21.156250,21.406250,20.625000,21.156250,11.861005,4122000
2000-02-07,20.906250,20.906250,20.375000,20.625000,11.563163,4089800
2000-02-08,20.625000,20.750000,20.000000,20.500000,11.493093,5848400
2000-02-09,20.500000,20.593750,19.562500,19.562500,10.967488,5934800
2000-02-10,19.562500,19.781250,18.812500,19.031250,10.669647,5807400
2000-02-11,18.937500,18.937500,17.437500,18.000000,10.091489,11944800
2000-02-14,18.125000,19.468750,18.125000,19.312500,10.827329,6787800
2000-02-15,19.312500,20.375000,19.312500,20.000000,11.212766,6048200
2000-02-16,20.000000,20.312500,19.406250,19.593750,10.985008,3881400
2000-02-17,19.562500,19.562500,18.843750,19.343750,10.844851,3824200
2000-02-18,19.187500,19.187500,18.687500,18.843750,10.564523,3017800
2000-02-22,18.843750,19.437500,18.750000,19.156250,10.739727,4028800
2000-02-23,19.156250,19.343750,18.593750,18.906250,10.599566,4894400
2000-02-24,18.906250,18.937500,18.125000,18.125000,10.161570,4488200
2000-02-25,18.125000,18.750000,17.937500,18.000000,10.091489,4139800
2000-02-28,18.000000,18.312500,17.687500,17.781250,9.968849,3319200
2000-02-29,17.781250,18.218750,17.500000,17.531250,9.828695,4805800
2000-03-01,17.531250,17.906250,17.437500,17.437500,9.776132,4841600
2000-03-02,17.437500,17.500000,17.093750,17.218750,9.653491,3956000
2000-03-03,17.250000,18.656250,17.250000,18.187500,10.196609,4805800
2000-03-06,18.218750,19.000000,18.218750,18.343750,10.284213,5260400
2000-03-07,18.250000,18.250000,16.750000,16.906250,9.478293,8780800
2000-03-08,17.312500,18.218750,17.312500,17.468750,9.793651,5772000
2000-03-09,17.468750,17.687500,17.125000,17.625000,9.881251,4904400
2000-03-10,17.625000,18.375000,17.406250,17.843750,10.003891,5335400
2000-03-13,17.843750,18.062500,17.500000,17.812500,9.986369,3304800
2000-03-14,17.875000,18.593750,17.875000,17.906250,10.038928,6545400
2000-03-15,17.906250,19.531250,17.812500,19.125000,10.722206,6827400
2000-03-16,19.468750,20.812500,19.468750,20.343750,11.405486,7723400
2000-03-17,20.156250,20.156250,19.531250,19.812500,11.107646,4798800
2000-03-20,19.812500,20.281250,19.218750,19.250000,10.792288,4407600
2000-03-21,19.250000,20.031250,19.218750,19.906250,11.160207,3065800
2000-03-22,19.812500,19.812500,19.375000,19.468750,10.914924,2487200
2000-03-23,19.625000,20.093750,19.625000,19.781250,11.090124,3596000
2000-03-24,19.781250,20.000000,19.625000,19.750000,11.072608,2277600
2000-03-27,19.750000,20.312500,19.500000,19.531250,10.949966,2241200
2000-03-28,19.531250,19.562500,19.156250,19.156250,10.739727,2619200
2000-03-29,19.156250,19.781250,18.843750,19.500000,10.932448,3778000
2000-03-30,19.500000,20.656250,19.437500,20.375000,11.423005,4877800
2000-03-31,20.375000,20.562500,19.656250,19.718750,11.055088,4850400
2000-04-03,19.718750,21.125000,19.718750,20.937500,11.738364,4664200
2000-04-04,20.937500,22.062500,20.437500,21.718750,12.176366,7259000
2000-04-05,21.718750,21.937500,21.125000,21.218750,11.896043,3759200
2000-04-06,21.218750,21.812500,21.125000,21.156250,11.861005,2104800
2000-04-07,21.156250,21.218750,20.625000,20.687500,11.598209,2937400
2000-04-10,20.687500,21.062500,20.562500,20.718750,11.615724,1890600
2000-04-11,20.812500,21.625000,20.812500,21.031250,11.790924,3531600
2000-04-12,21.375000,22.375000,21.375000,21.718750,12.176366,4224400
2000-04-13,21.718750,22.437500,20.906250,21.000000,11.773405,4334200
2000-04-14,21.000000,21.000000,20.093750,20.250000,11.352929,4287000
2000-04-17,20.250000,21.218750,20.125000,20.468750,11.475570,3754200
2000-04-18,20.468750,21.750000,19.687500,20.125000,11.282848,9957200
2000-04-19,19.468750,19.468750,18.500000,18.812500,10.632862,8557000
2000-04-20,18.812500,19.156250,18.750000,19.000000,10.738837,4924600
2000-04-24,19.093750,19.562500,19.093750,19.500000,11.021442,3312200
2000-04-25,19.500000,20.250000,19.500000,20.062500,11.339365,4381400
2000-04-26,20.062500,20.343750,19.750000,19.875000,11.233389,4544400
2000-04-27,19.875000,20.218750,19.468750,20.062500,11.339365,2903600
